campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
193,2024-08-19,New Product Launch,Tech Enthusiasts 18-45,100941,Tech Enthusiasts 18-45,5835,95106,23638,9847,1461,24.85,10.35,41.66,1.54
194,2025-04-25,Seasonal Discount,Seniors 55+,151255,Seniors 55+,11273,139982,25686,10158,2999,18.35,7.26,39.55,2.14
195,2025-05-01,New Product Launch,Tech Enthusiasts 18-45,187029,Tech Enthusiasts 18-45,17269,169760,28568,7033,11499,16.83,4.14,24.62,6.77
196,2024-06-13,Fitness Gear Promo,Women 25-34,162205,Women 25-34,11808,150397,36890,9942,2708,24.53,6.61,26.95,1.8
197,2024-09-05,Sustainability Product Launch,Young Adults 20-30,152855,Young Adults 20-30,14281,138574,21389,10031,1864,15.44,7.24,46.9,1.35
198,2024-10-06,Seasonal Discount,Young Adults 20-30,102050,Young Adults 20-30,9370,92680,25238,3711,1111,27.23,4.0,14.7,1.2
199,2024-11-09,Beta Testing Launch,Shopaholics 25-44,115740,Shopaholics 25-44,8152,107588,28647,9514,6570,26.63,8.84,33.21,6.11
200,2025-03-27,Brand Awareness,Tech Enthusiasts 18-45,114384,Tech Enthusiasts 18-45,6110,108274,17816,11548,6851,16.45,10.67,64.82,6.33
201,2024-02-29,Fitness Gear Promo,Previous Customers,64590,Previous Customers,6306,58284,10596,3997,3901,18.18,6.86,37.72,6.69
202,2025-02-28,Holiday Follow Up,Tech Enthusiasts 18-45,96836,Tech Enthusiasts 18-45,8450,88386,24453,7614,2039,27.67,8.62,31.14,2.31
203,2024-07-14,Major Shopping Event,Parents 30-50,151990,Parents 30-50,15011,136979,24535,14650,4809,17.91,10.7,59.71,3.51
204,2025-06-13,Brand Awareness,Shopaholics 25-44,126485,Shopaholics 25-44,8896,117589,21096,5902,3262,17.94,5.02,27.98,2.77
205,2024-10-26,Loyalty Program,Women 25-34,69120,Women 25-34,6850,62270,11351,5897,2041,18.23,9.47,51.95,3.28
206,2025-01-29,Seasonal Discount,General Audience,129296,General Audience,10797,118499,31200,12708,2711,26.33,10.72,40.73,2.29
207,2025-05-01,Seasonal Discount,General Audience,140359,General Audience,9906,130453,30042,8658,8111,23.03,6.64,28.82,6.22
208,2025-02-02,Loyalty Program,Young Professionals 25-40,89694,Young Professionals 25-40,7046,82648,12631,8995,4419,15.28,10.88,71.21,5.35
209,2025-01-09,Seasonal Discount,Shopaholics 25-44,192289,Shopaholics 25-44,17776,174513,46432,17446,9617,26.61,10.0,37.57,5.51
210,2024-05-16,School Supplies Promo,General Audience,120536,General Audience,7198,113338,22397,11145,5681,19.76,9.83,49.76,5.01
211,2024-11-13,Clearance Sale,Fitness Enthusiasts 18-40,86336,Fitness Enthusiasts 18-40,4380,81956,19842,9201,1915,24.21,11.23,46.37,2.34
212,2024-06-27,Holiday Sales Event,Frequent Buyers 35-50,162543,Frequent Buyers 35-50,15554,146989,24018,6437,2078,16.34,4.38,26.8,1.41
213,2024-07-30,Sustainability Product Launch,Previous Customers,121421,Previous Customers,11945,109476,18117,11235,7091,16.55,10.26,62.01,6.48
214,2025-04-01,Major Shopping Event,Tech Enthusiasts 18-45,106319,Tech Enthusiasts 18-45,8163,98156,18091,6648,3595,18.43,6.77,36.75,3.66
215,2024-08-20,Holiday Sales Event,Seniors 55+,147384,Seniors 55+,8169,139215,22229,8238,8488,15.97,5.92,37.06,6.1
216,2024-06-17,Beta Testing Launch,General Audience,103979,General Audience,8610,95369,21217,10575,5891,22.25,11.09,49.84,6.18
217,2024-10-29,Sustainability Product Launch,Young Professionals 25-40,70299,Young Professionals 25-40,6316,63983,16628,3355,4183,25.99,5.24,20.18,6.54
218,2025-01-31,Holiday Sales Event,Young Professionals 25-40,88499,Young Professionals 25-40,5532,82967,23399,5025,1980,28.2,6.06,21.48,2.39
219,2024-02-04,Fitness Gear Promo,Parents 30-50,179328,Parents 30-50,15499,163829,27965,11458,9583,17.07,6.99,40.97,5.85
220,2024-03-24,School Supplies Promo,Previous Customers,170500,Previous Customers,13888,156612,27071,9051,9289,17.29,5.78,33.43,5.93
221,2024-12-11,School Supplies Promo,Tech Enthusiasts 18-45,136858,Tech Enthusiasts 18-45,8774,128084,37334,11324,7330,29.15,8.84,30.33,5.72
222,2024-04-13,Holiday Sales Event,Previous Customers,107075,Previous Customers,6197,100878,21315,8806,639,21.13,8.73,41.31,0.63
223,2025-04-02,Fitness Gear Promo,Women 25-34,128629,Women 25-34,9993,118636,27528,4514,2270,23.2,3.81,16.4,1.91
224,2024-10-29,Sustainability Product Launch,Young Adults 20-30,91258,Young Adults 20-30,6214,85044,22970,5719,3247,27.01,6.73,24.9,3.82
225,2025-05-30,School Supplies Promo,Shopaholics 25-44,77151,Shopaholics 25-44,5920,71231,17821,6234,1949,25.02,8.75,34.98,2.74
226,2024-09-10,Sustainability Product Launch,Frequent Buyers 35-50,160275,Frequent Buyers 35-50,12722,147553,25374,15489,5126,17.2,10.5,61.04,3.47
227,2025-07-11,School Supplies Promo,Parents 30-50,186199,Parents 30-50,16209,169990,41342,10186,1561,24.32,5.99,24.64,0.92
228,2024-02-29,Loyalty Program,General Audience,65798,General Audience,3417,62381,16250,3148,537,26.05,5.05,19.37,0.86
229,2025-03-29,Clearance Sale,Fitness Enthusiasts 18-40,85057,Fitness Enthusiasts 18-40,5378,79679,19764,2432,1260,24.8,3.05,12.31,1.58
230,2025-04-13,Holiday Sales Event,Frequent Buyers 35-50,95693,Frequent Buyers 35-50,7771,87922,23966,7476,1038,27.26,8.5,31.19,1.18
231,2024-11-17,New Product Launch,Parents 30-50,180369,Parents 30-50,15766,164603,46133,16592,10704,28.03,10.08,35.97,6.5
232,2024-02-06,Holiday Follow Up,Young Professionals 25-40,185024,Young Professionals 25-40,11785,173239,26755,14679,3149,15.44,8.47,54.86,1.82
233,2024-10-24,Beta Testing Launch,Young Adults 20-30,110341,Young Adults 20-30,8265,102076,20818,4094,4203,20.4,4.01,19.67,4.12
234,2024-04-16,Clearance Sale,Fitness Enthusiasts 18-40,162693,Fitness Enthusiasts 18-40,12879,149814,34609,15950,5013,23.1,10.65,46.09,3.35
235,2024-10-19,Sustainability Product Launch,Parents 30-50,98552,Parents 30-50,6312,92240,19017,3009,4199,20.62,3.26,15.82,4.55
236,2024-09-09,Seasonal Discount,Environment Advocates,143624,Environment Advocates,10723,132901,32106,5856,4022,24.16,4.41,18.24,3.03
237,2025-01-13,Loyalty Program,Environment Advocates,105575,Environment Advocates,10507,95068,28406,6339,5102,29.88,6.67,22.32,5.37
238,2024-02-29,Clearance Sale,Shopaholics 25-44,109288,Shopaholics 25-44,7295,101993,26125,4507,2960,25.62,4.42,17.25,2.9
239,2024-05-13,Brand Awareness,Environment Advocates,116379,Environment Advocates,11303,105076,26781,7474,2921,25.49,7.11,27.91,2.78
240,2024-01-31,Seasonal Discount,Seniors 55+,157621,Seniors 55+,13797,143824,38839,9229,8340,27.0,6.42,23.76,5.8
241,2024-01-28,Sustainability Product Launch,Young Professionals 25-40,148458,Young Professionals 25-40,8553,139905,26033,13115,6550,18.61,9.37,50.38,4.68
242,2025-03-15,New Product Launch,Young Adults 20-30,96061,Young Adults 20-30,5509,90552,13617,6675,6065,15.04,7.37,49.02,6.7
243,2024-08-15,Clearance Sale,Frequent Buyers 35-50,150220,Frequent Buyers 35-50,13485,136735,25777,15066,5150,18.85,11.02,58.45,3.77
244,2024-11-24,Clearance Sale,Fitness Enthusiasts 18-40,188177,Fitness Enthusiasts 18-40,16038,172139,34796,16901,8397,20.21,9.82,48.57,4.88
245,2024-09-15,Loyalty Program,General Audience,185761,General Audience,11435,174326,40813,13749,5235,23.41,7.89,33.69,3.0
246,2025-01-28,New Product Launch,Women 25-34,174179,Women 25-34,14602,159577,40462,17113,1760,25.36,10.72,42.29,1.1
247,2024-03-01,Holiday Follow Up,Frequent Buyers 35-50,181882,Frequent Buyers 35-50,15403,166479,31714,9342,5803,19.05,5.61,29.46,3.49
248,2025-06-06,Clearance Sale,Previous Customers,189958,Previous Customers,17078,172880,27695,17365,9725,16.02,10.04,62.7,5.63
249,2024-10-11,Sustainability Product Launch,Environment Advocates,51464,Environment Advocates,4359,47105,14045,3957,1326,29.82,8.4,28.17,2.82
250,2025-06-15,Loyalty Program,Frequent Buyers 35-50,89617,Frequent Buyers 35-50,8643,80974,20883,3148,4338,25.79,3.89,15.07,5.36
251,2024-08-08,Clearance Sale,Women 25-34,128183,Women 25-34,7401,120782,34815,14256,4631,28.82,11.8,40.95,3.83
252,2024-05-31,Holiday Follow Up,Environment Advocates,124760,Environment Advocates,11240,113520,33296,8051,4565,29.33,7.09,24.18,4.02
253,2024-10-04,Seasonal Discount,Previous Customers,181338,Previous Customers,17719,163619,29276,13760,5965,17.89,8.41,47.0,3.65
254,2024-03-14,Brand Awareness,Frequent Buyers 35-50,148672,Frequent Buyers 35-50,11448,137224,40495,8472,6219,29.51,6.17,20.92,4.53
255,2024-06-01,Fitness Gear Promo,Frequent Buyers 35-50,50020,Frequent Buyers 35-50,4964,45056,10580,2293,857,23.48,5.09,21.67,1.9
256,2024-12-09,Major Shopping Event,Environment Advocates,77500,Environment Advocates,5677,71823,21102,4073,4376,29.38,5.67,19.3,6.09
257,2025-01-26,Clearance Sale,Parents 30-50,194851,Parents 30-50,12803,182048,53973,11019,11794,29.65,6.05,20.42,6.48
258,2024-11-09,Holiday Follow Up,Parents 30-50,177196,Parents 30-50,17473,159723,43860,13448,8765,27.46,8.42,30.66,5.49
259,2024-07-08,Fitness Gear Promo,Young Adults 20-30,133035,Young Adults 20-30,9581,123454,21341,6359,1346,17.29,5.15,29.8,1.09
260,2024-10-15,Holiday Sales Event,Environment Advocates,177041,Environment Advocates,10490,166551,26284,14721,5326,15.78,8.84,56.01,3.2
261,2024-09-26,Holiday Sales Event,Environment Advocates,75178,Environment Advocates,3904,71274,16241,5978,2256,22.79,8.39,36.81,3.17
262,2025-05-13,Seasonal Discount,Frequent Buyers 35-50,145832,Frequent Buyers 35-50,7390,138442,35581,8399,1345,25.7,6.07,23.61,0.97
263,2024-12-25,Holiday Follow Up,General Audience,76136,General Audience,4840,71296,15935,3758,4542,22.35,5.27,23.58,6.37
264,2024-12-18,Sustainability Product Launch,Frequent Buyers 35-50,189985,Frequent Buyers 35-50,18192,171793,33859,19527,8285,19.71,11.37,57.67,4.82
265,2024-03-23,Holiday Follow Up,Tech Enthusiasts 18-45,134107,Tech Enthusiasts 18-45,6961,127146,22743,7563,2644,17.89,5.95,33.25,2.08
266,2025-05-10,Clearance Sale,Frequent Buyers 35-50,194468,Frequent Buyers 35-50,18047,176421,41829,13592,1817,23.71,7.7,32.49,1.03
267,2025-02-27,Loyalty Program,Shopaholics 25-44,110279,Shopaholics 25-44,7812,102467,29322,11917,2596,28.62,11.63,40.64,2.53
268,2025-03-13,Fitness Gear Promo,Environment Advocates,103666,Environment Advocates,8696,94970,26882,5739,3282,28.31,6.04,21.35,3.46
269,2024-09-22,Seasonal Discount,General Audience,183929,General Audience,10698,173231,41741,9677,2129,24.1,5.59,23.18,1.23
270,2025-07-22,Beta Testing Launch,Frequent Buyers 35-50,132666,Frequent Buyers 35-50,9436,123230,33516,6229,4334,27.2,5.05,18.59,3.52
271,2024-12-01,Seasonal Discount,Seniors 55+,191301,Seniors 55+,14213,177088,37866,12099,10246,21.38,6.83,31.95,5.79
272,2024-10-27,Holiday Follow Up,Frequent Buyers 35-50,50915,Frequent Buyers 35-50,3795,47120,14099,2865,1571,29.92,6.08,20.32,3.33
273,2024-05-23,Beta Testing Launch,Parents 30-50,109040,Parents 30-50,10051,98989,25509,7754,1979,25.77,7.83,30.4,2.0
274,2024-04-18,Major Shopping Event,Seniors 55+,166500,Seniors 55+,12781,153719,45243,17026,8055,29.43,11.08,37.63,5.24
275,2024-06-25,Fitness Gear Promo,General Audience,68284,General Audience,5659,62625,13145,6862,1404,20.99,10.96,52.2,2.24
276,2024-07-07,Loyalty Program,Young Adults 20-30,153589,Young Adults 20-30,8747,144842,41873,14242,2702,28.91,9.83,34.01,1.87
277,2024-11-16,New Product Launch,Environment Advocates,196072,Environment Advocates,15134,180938,37157,11983,9784,20.54,6.62,32.25,5.41
278,2025-06-12,Clearance Sale,General Audience,160809,General Audience,14920,145889,43128,11331,5363,29.56,7.77,26.27,3.68
279,2025-02-21,Brand Awareness,Shopaholics 25-44,102334,Shopaholics 25-44,7767,94567,18323,4163,1488,19.38,4.4,22.72,1.57
280,2024-05-15,Sustainability Product Launch,Young Professionals 25-40,103303,Young Professionals 25-40,8386,94917,18890,5012,6118,19.9,5.28,26.53,6.45
281,2025-06-15,Clearance Sale,Tech Enthusiasts 18-45,158808,Tech Enthusiasts 18-45,13626,145182,26113,11477,6204,17.99,7.91,43.95,4.27
282,2024-12-13,Major Shopping Event,Previous Customers,57487,Previous Customers,5452,52035,13059,3055,922,25.1,5.87,23.39,1.77
283,2025-01-03,Major Shopping Event,Young Adults 20-30,70637,Young Adults 20-30,4414,66223,10140,7152,2387,15.31,10.8,70.53,3.61
284,2025-05-25,Sustainability Product Launch,Frequent Buyers 35-50,79679,Frequent Buyers 35-50,6795,72884,16884,6431,858,23.17,8.82,38.09,1.18
285,2024-08-05,Holiday Follow Up,Women 25-34,196853,Women 25-34,14064,182789,43080,13705,5219,23.57,7.5,31.81,2.86
286,2025-04-23,Major Shopping Event,Tech Enthusiasts 18-45,183209,Tech Enthusiasts 18-45,11919,171290,43237,5564,5736,25.24,3.25,12.87,3.35
287,2025-02-12,Holiday Sales Event,Seniors 55+,78674,Seniors 55+,5417,73257,17703,7955,1545,24.17,10.86,44.94,2.11
288,2025-07-15,Major Shopping Event,Seniors 55+,84129,Seniors 55+,5789,78340,17623,3080,3390,22.5,3.93,17.48,4.33
289,2024-07-24,Major Shopping Event,Young Professionals 25-40,92334,Young Professionals 25-40,6176,86158,25348,6832,804,29.42,7.93,26.95,0.93
290,2024-09-29,Beta Testing Launch,Seniors 55+,90393,Seniors 55+,8540,81853,21687,4762,3672,26.5,5.82,21.96,4.49
291,2024-08-06,Holiday Sales Event,Tech Enthusiasts 18-45,55717,Tech Enthusiasts 18-45,5359,50358,9957,3937,3436,19.77,7.82,39.54,6.82
292,2025-01-18,Clearance Sale,General Audience,79951,General Audience,4241,75710,11679,6553,2632,15.43,8.66,56.11,3.48
293,2024-05-26,Holiday Sales Event,Parents 30-50,88463,Parents 30-50,8769,79694,15875,4279,2069,19.92,5.37,26.95,2.6
294,2024-04-21,Brand Awareness,Seniors 55+,164042,Seniors 55+,12585,151457,44825,8122,1168,29.6,5.36,18.12,0.77
295,2024-04-03,Sustainability Product Launch,Fitness Enthusiasts 18-40,199535,Fitness Enthusiasts 18-40,10259,189276,41550,9556,8883,21.95,5.05,23.0,4.69
296,2025-01-03,Seasonal Discount,Frequent Buyers 35-50,91926,Frequent Buyers 35-50,7729,84197,15414,9860,714,18.31,11.71,63.97,0.85
297,2024-08-07,Brand Awareness,Tech Enthusiasts 18-45,50863,Tech Enthusiasts 18-45,4440,46423,8879,4137,271,19.13,8.91,46.59,0.58
298,2024-09-30,Beta Testing Launch,General Audience,145819,General Audience,10431,135388,29361,5260,2303,21.69,3.89,17.91,1.7
299,2025-05-24,Beta Testing Launch,Previous Customers,65509,Previous Customers,6210,59299,14962,3744,3095,25.23,6.31,25.02,5.22
300,2025-04-12,Holiday Follow Up,General Audience,141327,General Audience,9529,131798,38692,5023,9032,29.36,3.81,12.98,6.85
301,2024-07-24,Sustainability Product Launch,Seniors 55+,142496,Seniors 55+,8775,133721,34511,11014,2588,25.81,8.24,31.91,1.94
302,2024-06-16,Holiday Follow Up,Parents 30-50,58687,Parents 30-50,5021,53666,11930,4012,670,22.23,7.48,33.63,1.25
303,2025-01-03,Holiday Follow Up,Environment Advocates,98026,Environment Advocates,6079,91947,18126,4381,4495,19.71,4.77,24.17,4.89
304,2025-02-21,Clearance Sale,Frequent Buyers 35-50,72417,Frequent Buyers 35-50,4178,68239,15629,6567,3284,22.9,9.62,42.02,4.81
305,2025-05-06,Sustainability Product Launch,General Audience,185672,General Audience,15645,170027,44732,18726,9580,26.31,11.01,41.86,5.63
306,2024-04-08,Beta Testing Launch,Parents 30-50,191643,Parents 30-50,18930,172713,42836,12721,1403,24.8,7.37,29.7,0.81
307,2025-01-20,Loyalty Program,Fitness Enthusiasts 18-40,195781,Fitness Enthusiasts 18-40,16931,178850,47547,8296,3217,26.59,4.64,17.45,1.8
308,2024-03-13,New Product Launch,Shopaholics 25-44,127916,Shopaholics 25-44,10372,117544,27712,5495,3847,23.58,4.68,19.83,3.27
309,2024-07-17,Clearance Sale,Previous Customers,97661,Previous Customers,6081,91580,17380,8870,4837,18.98,9.69,51.04,5.28
310,2024-10-30,Holiday Sales Event,Frequent Buyers 35-50,184223,Frequent Buyers 35-50,13569,170654,38375,12187,6914,22.49,7.14,31.76,4.05
311,2024-05-17,Holiday Follow Up,Women 25-34,56833,Women 25-34,3893,52940,9319,4670,3008,17.6,8.82,50.11,5.68
312,2024-02-29,Holiday Sales Event,Women 25-34,131087,Women 25-34,11416,119671,18963,10525,3349,15.85,8.8,55.5,2.8
313,2024-06-18,School Supplies Promo,Young Professionals 25-40,157464,Young Professionals 25-40,10094,147370,40696,5951,787,27.62,4.04,14.62,0.53
314,2024-04-15,Beta Testing Launch,Women 25-34,194510,Women 25-34,9860,184650,40695,13888,1527,22.04,7.52,34.13,0.83
315,2025-07-06,Holiday Sales Event,Environment Advocates,156295,Environment Advocates,13872,142423,31031,11578,1324,21.79,8.13,37.31,0.93
316,2025-05-30,Seasonal Discount,Young Adults 20-30,156349,Young Adults 20-30,14148,142201,25485,13772,7062,17.92,9.69,54.04,4.97
317,2024-10-23,Major Shopping Event,Environment Advocates,186999,Environment Advocates,17410,169589,43891,19728,3084,25.88,11.63,44.95,1.82
318,2024-07-26,Major Shopping Event,Previous Customers,94377,Previous Customers,5436,88941,16222,3052,5503,18.24,3.43,18.81,6.19
319,2024-03-31,Sustainability Product Launch,Seniors 55+,131614,Seniors 55+,9665,121949,36297,6276,6213,29.76,5.15,17.29,5.09
320,2024-09-23,Beta Testing Launch,General Audience,198843,General Audience,14483,184360,53018,10562,1685,28.76,5.73,19.92,0.91
321,2024-03-12,Beta Testing Launch,Fitness Enthusiasts 18-40,169819,Fitness Enthusiasts 18-40,15388,154431,28250,5569,9333,18.29,3.61,19.71,6.04
322,2024-08-26,Brand Awareness,Young Professionals 25-40,55647,Young Professionals 25-40,5376,50271,13793,2543,1869,27.44,5.06,18.44,3.72
323,2024-06-12,Loyalty Program,Seniors 55+,54991,Seniors 55+,5382,49609,10091,4200,1116,20.34,8.47,41.62,2.25
324,2025-04-02,Loyalty Program,Tech Enthusiasts 18-45,60911,Tech Enthusiasts 18-45,3833,57078,11486,2485,1608,20.12,4.35,21.64,2.82
325,2025-06-21,Brand Awareness,Fitness Enthusiasts 18-40,197183,Fitness Enthusiasts 18-40,18001,179182,39961,6161,6881,22.3,3.44,15.42,3.84
326,2025-04-19,Seasonal Discount,Fitness Enthusiasts 18-40,70777,Fitness Enthusiasts 18-40,6046,64731,12302,5011,432,19.01,7.74,40.73,0.67
327,2024-11-14,Holiday Sales Event,Young Adults 20-30,96901,Young Adults 20-30,5943,90958,14714,3563,862,16.18,3.92,24.22,0.95
328,2025-01-25,New Product Launch,Fitness Enthusiasts 18-40,149654,Fitness Enthusiasts 18-40,11985,137669,39583,16089,5256,28.75,11.69,40.65,3.82
329,2024-01-25,School Supplies Promo,Previous Customers,125196,Previous Customers,12371,112825,21410,5786,3857,18.98,5.13,27.02,3.42
330,2025-07-02,Loyalty Program,Seniors 55+,57012,Seniors 55+,3080,53932,13964,3959,3402,25.89,7.34,28.35,6.31
331,2024-12-21,Major Shopping Event,Environment Advocates,66245,Environment Advocates,3900,62345,15363,5197,3736,24.64,8.34,33.83,5.99
332,2024-06-24,Clearance Sale,Parents 30-50,174019,Parents 30-50,16095,157924,42933,16523,1127,27.19,10.46,38.49,0.71
333,2025-04-27,Loyalty Program,Shopaholics 25-44,58319,Shopaholics 25-44,5494,52825,15247,4440,3613,28.86,8.41,29.12,6.84
334,2025-03-05,Beta Testing Launch,Seniors 55+,116157,Seniors 55+,9208,106949,17772,4426,3860,16.62,4.14,24.9,3.61
335,2024-08-19,Holiday Sales Event,Young Adults 20-30,132809,Young Adults 20-30,7489,125320,24162,7995,2359,19.28,6.38,33.09,1.88
336,2024-03-02,Loyalty Program,Young Professionals 25-40,66095,Young Professionals 25-40,3306,62789,10307,6299,3751,16.42,10.03,61.11,5.97
337,2024-11-27,Clearance Sale,Tech Enthusiasts 18-45,55153,Tech Enthusiasts 18-45,3528,51625,13448,5541,2961,26.05,10.73,41.2,5.74
338,2024-06-15,Sustainability Product Launch,Frequent Buyers 35-50,136115,Frequent Buyers 35-50,9483,126632,26928,8790,1441,21.27,6.94,32.64,1.14
339,2024-03-03,School Supplies Promo,Tech Enthusiasts 18-45,62175,Tech Enthusiasts 18-45,5058,57117,13437,5763,3982,23.53,10.09,42.89,6.97
340,2025-02-17,Holiday Sales Event,Shopaholics 25-44,118275,Shopaholics 25-44,8921,109354,30573,8892,6230,27.96,8.13,29.08,5.7
341,2025-07-15,Clearance Sale,Previous Customers,152786,Previous Customers,11747,141039,31618,9016,2171,22.42,6.39,28.52,1.54
342,2024-05-20,Fitness Gear Promo,General Audience,162943,General Audience,11159,151784,42000,15844,8460,27.67,10.44,37.72,5.57
343,2024-09-26,Clearance Sale,Previous Customers,187251,Previous Customers,16229,171022,36146,10034,8605,21.14,5.87,27.76,5.03
344,2024-03-26,School Supplies Promo,Parents 30-50,126586,Parents 30-50,9966,116620,33808,13741,2703,28.99,11.78,40.64,2.32
345,2024-06-13,Holiday Sales Event,Previous Customers,138268,Previous Customers,8418,129850,19515,10112,4380,15.03,7.79,51.82,3.37
346,2024-03-24,Brand Awareness,Young Adults 20-30,151449,Young Adults 20-30,8237,143212,29704,11212,5800,20.74,7.83,37.75,4.05
347,2025-01-17,Fitness Gear Promo,Young Professionals 25-40,96666,Young Professionals 25-40,6627,90039,26860,9101,1480,29.83,10.11,33.88,1.64
348,2024-08-28,Sustainability Product Launch,Women 25-34,59076,Women 25-34,4628,54448,10010,1651,1084,18.39,3.03,16.49,1.99
349,2024-12-30,Beta Testing Launch,Seniors 55+,169213,Seniors 55+,13114,156099,36209,7655,2944,23.2,4.9,21.14,1.89
350,2025-07-23,Holiday Sales Event,Young Professionals 25-40,87905,Young Professionals 25-40,5649,82256,18252,8063,3127,22.19,9.8,44.18,3.8
351,2025-06-01,Seasonal Discount,Fitness Enthusiasts 18-40,157815,Fitness Enthusiasts 18-40,12456,145359,37994,11942,8650,26.14,8.22,31.43,5.95
352,2024-04-10,Beta Testing Launch,Seniors 55+,154726,Seniors 55+,10068,144658,26633,5173,8265,18.41,3.58,19.42,5.71
353,2024-11-04,Sustainability Product Launch,Seniors 55+,94997,Seniors 55+,5972,89025,21392,8353,5195,24.03,9.38,39.05,5.84
354,2024-10-10,Holiday Follow Up,Frequent Buyers 35-50,106747,Frequent Buyers 35-50,7174,99573,20385,11204,1583,20.47,11.25,54.96,1.59
355,2024-09-21,Fitness Gear Promo,Women 25-34,191768,Women 25-34,18421,173347,51365,5775,5469,29.63,3.33,11.24,3.16
356,2024-09-24,Holiday Follow Up,Women 25-34,169815,Women 25-34,13540,156275,27142,8622,9583,17.37,5.52,31.77,6.13
357,2024-08-02,Clearance Sale,Frequent Buyers 35-50,66110,Frequent Buyers 35-50,5231,60879,17413,3695,3181,28.6,6.07,21.22,5.23
358,2024-06-06,Beta Testing Launch,Fitness Enthusiasts 18-40,80331,Fitness Enthusiasts 18-40,4622,75709,22668,7808,1912,29.94,10.31,34.45,2.53
359,2025-05-19,Brand Awareness,Environment Advocates,89215,Environment Advocates,7349,81866,24044,7653,3621,29.37,9.35,31.83,4.42
360,2025-06-15,Brand Awareness,Environment Advocates,164918,Environment Advocates,11710,153208,33222,8314,7078,21.68,5.43,25.03,4.62
361,2024-08-17,New Product Launch,Fitness Enthusiasts 18-40,75172,Fitness Enthusiasts 18-40,4976,70196,16954,8033,969,24.15,11.44,47.38,1.38
362,2025-03-08,Beta Testing Launch,Seniors 55+,184609,Seniors 55+,17499,167110,41332,14160,4467,24.73,8.47,34.26,2.67
363,2025-01-16,Clearance Sale,Young Adults 20-30,170513,Young Adults 20-30,11916,158597,27034,13423,3206,17.05,8.46,49.65,2.02
364,2024-07-15,Fitness Gear Promo,Tech Enthusiasts 18-45,83176,Tech Enthusiasts 18-45,5036,78140,20837,3701,4206,26.67,4.74,17.76,5.38
365,2024-06-27,Clearance Sale,Young Adults 20-30,93895,Young Adults 20-30,7607,86288,15954,6796,5925,18.49,7.88,42.6,6.87
366,2025-01-07,Holiday Sales Event,Young Professionals 25-40,57801,Young Professionals 25-40,5588,52213,12528,5697,2024,23.99,10.91,45.47,3.88
367,2025-05-25,Loyalty Program,Young Professionals 25-40,58374,Young Professionals 25-40,3238,55136,15390,2556,279,27.91,4.64,16.61,0.51
368,2024-03-07,Seasonal Discount,Shopaholics 25-44,161998,Shopaholics 25-44,13184,148814,31018,8388,4630,20.84,5.64,27.04,3.11
369,2025-04-15,Major Shopping Event,Frequent Buyers 35-50,88837,Frequent Buyers 35-50,6606,82231,13027,7656,3269,15.84,9.31,58.77,3.98
370,2024-06-24,Holiday Sales Event,Women 25-34,162356,Women 25-34,9375,152981,28050,11929,4788,18.34,7.8,42.53,3.13
371,2025-02-16,Holiday Follow Up,Parents 30-50,96339,Parents 30-50,8598,87741,14864,7404,1347,16.94,8.44,49.81,1.54
372,2024-01-29,Loyalty Program,Previous Customers,163869,Previous Customers,9168,154701,37677,16451,3541,24.36,10.63,43.66,2.29
373,2025-02-06,Holiday Follow Up,General Audience,103573,General Audience,6836,96737,26139,7804,6320,27.02,8.07,29.86,6.53
374,2024-12-21,Major Shopping Event,Parents 30-50,84144,Parents 30-50,8250,75894,15262,4953,1517,20.11,6.53,32.45,2.0
375,2024-05-02,Seasonal Discount,Fitness Enthusiasts 18-40,142773,Fitness Enthusiasts 18-40,8639,134134,20124,11012,2465,15.0,8.21,54.72,1.84
376,2024-02-10,Holiday Sales Event,Frequent Buyers 35-50,111172,Frequent Buyers 35-50,7967,103205,23045,11678,4078,22.33,11.32,50.67,3.95
377,2024-12-30,Seasonal Discount,Women 25-34,134025,Women 25-34,11091,122934,22510,10475,7336,18.31,8.52,46.53,5.97
378,2024-02-06,Fitness Gear Promo,Shopaholics 25-44,107505,Shopaholics 25-44,7308,100197,23008,3933,766,22.96,3.93,17.09,0.76
379,2024-10-17,Sustainability Product Launch,Previous Customers,124120,Previous Customers,9463,114657,30291,10524,5936,26.42,9.18,34.74,5.18
380,2025-02-17,Fitness Gear Promo,Women 25-34,81213,Women 25-34,6756,74457,13539,6468,4140,18.18,8.69,47.77,5.56
381,2025-04-24,School Supplies Promo,Seniors 55+,169227,Seniors 55+,14203,155024,29897,8356,9274,19.29,5.39,27.95,5.98
382,2024-09-19,School Supplies Promo,Fitness Enthusiasts 18-40,98440,Fitness Enthusiasts 18-40,9009,89431,16122,7992,3130,18.03,8.94,49.57,3.5
383,2025-02-14,New Product Launch,Frequent Buyers 35-50,182882,Frequent Buyers 35-50,18086,164796,27564,17262,2668,16.73,10.48,62.63,1.62
384,2024-11-08,School Supplies Promo,Previous Customers,121039,Previous Customers,11145,109894,32331,5986,2662,29.42,5.45,18.51,2.42
385,2024-04-30,Fitness Gear Promo,General Audience,185750,General Audience,12309,173441,41145,7506,8382,23.72,4.33,18.24,4.83
